input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,csp_domains_,cdn_name,cdn,tls_expired
www.s3p-sbsg.falbala-preprod-test.cloud.sqills.com,,404,14,AS16509,AS16509,Unknown,35.160.0.0/13,www.s3p-sbsg.falbala-preprod-test.cloud.sqills.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-10-14T00:00:00Z,2023-11-12T23:59:59Z,CN=*.falbala-preprod-test.cloud.sqills.com,*.falbala-preprod-test.cloud.sqills.com,*.falbala-preprod-test.cloud.sqills.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,537107ad3a2c04452ef8545728b35fca,f158c3778491d51561e9998b520510976f641e11892f35bc6ce89d12a03cf817,True,ctls,www.s3p-sbsg.falbala-preprod-test.cloud.sqills.com,443,https://www.s3p-sbsg.falbala-preprod-test.cloud.sqills.com:443,https,awselb/2.0,text/plain,GET,35.157.12.34,/,997500400,3.122.57.122,,1,False,,,,,
www.s3p-ssim.ouigo-acc.sqills.com,,404,14,AS16509,AS16509,Unknown,3.64.0.0/12,www.s3p-ssim.ouigo-acc.sqills.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-01-10T23:59:59Z,CN=*.ouigo-acc.cloud.sqills.com,*.ouigo-acc.cloud.sqills.com,*.ouigo-acc.cloud.sqills.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,002738095e40619d0c29c1b69a514c9b,60833d28fa1a571d11a26a2ec79937ba77b3fa1893050ab3bc69cdf07b68920b,True,ctls,www.s3p-ssim.ouigo-acc.sqills.com,443,https://www.s3p-ssim.ouigo-acc.sqills.com:443,https,awselb/2.0,text/plain,GET,3.69.57.190,/,997500400,18.158.147.225,,1,False,,,,,
www.s3passenger-backoffice.test.sqills.com,404 Not Found,404,548,AS20847,PREVIDER-AS,NL,84.241.158.0/24,,,,,,,,,,,,,,,,,,,,80,http://www.s3passenger-backoffice.test.sqills.com:80,http,nginx,text/html,GET,84.241.158.137,/,566218143,84.241.158.137,Nginx,14,False,,,,,
www.ssim.ouigo-acc.sqills.com,,404,14,AS16509,AMAZON-02,US,18.160.192.0/24,www.ssim.ouigo-acc.sqills.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-01-10T23:59:59Z,CN=*.ouigo-acc.cloud.sqills.com,*.ouigo-acc.cloud.sqills.com,*.ouigo-acc.cloud.sqills.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,002738095e40619d0c29c1b69a514c9b,60833d28fa1a571d11a26a2ec79937ba77b3fa1893050ab3bc69cdf07b68920b,True,ctls,www.ssim.ouigo-acc.sqills.com,443,https://www.ssim.ouigo-acc.sqills.com:443,https,awselb/2.0,text/plain,GET,18.158.147.225,/,997500400,3.69.57.190,,1,False,,,,,
www.syntus.accept.sqills.com,404 Not Found,404,146,AS20847,PREVIDER-AS,NL,84.241.158.0/24,www.syntus.accept.sqills.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-29T00:00:00Z,2023-09-26T23:59:59Z,CN=*.accept.sqills.com,*.accept.sqills.com,accept.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,24b575ce23cfad60d23d00565bbc902e,92b75b2bce5febc6b21996e8c5287347242194e2ac2f887eec21a65f4c1c31e2,True,ctls,www.syntus.accept.sqills.com,443,https://www.syntus.accept.sqills.com:443,https,nginx,text/html,GET,84.241.158.138,/,1494302000,84.241.158.138,Nginx,8,False,,,,,
www.todayisnew.eurostar-uat-acc.cloud.sqills.com,,404,14,AS16509,AS16509,Unknown,52.40.0.0/14,www.todayisnew.eurostar-uat-acc.cloud.sqills.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=*.eurostar-uat-acc.cloud.sqills.com,*.eurostar-uat-acc.cloud.sqills.com,*.eurostar-uat-acc.cloud.sqills.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6e791f2256bdbeb43d9fe9738e919232,1512e92df2ebed9c3468734b6548d041242eef2a271e527d45d5efc44a1a7945,True,ctls,www.todayisnew.eurostar-uat-acc.cloud.sqills.com,443,https://www.todayisnew.eurostar-uat-acc.cloud.sqills.com:443,https,awselb/2.0,text/plain,GET,52.29.115.236,/,997500400,35.159.6.42,,1,False,,,,,
www.upgrade-xbooker.accept.sqills.com,404 Not Found,404,146,AS20847,PREVIDER-AS,NL,84.241.158.0/24,,,,,,,,,,,,,,,,,,,,80,http://www.upgrade-xbooker.accept.sqills.com:80,http,nginx,text/html,GET,84.241.158.138,/,1494302000,84.241.158.138,Nginx,8,False,,,,,
www.webshop-arriva.accept.sqills.com,404 Not Found,404,146,AS20847,PREVIDER-AS,NL,84.241.158.0/24,www.webshop-arriva.accept.sqills.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-29T00:00:00Z,2023-09-26T23:59:59Z,CN=*.accept.sqills.com,*.accept.sqills.com,accept.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,24b575ce23cfad60d23d00565bbc902e,92b75b2bce5febc6b21996e8c5287347242194e2ac2f887eec21a65f4c1c31e2,True,ctls,www.webshop-arriva.accept.sqills.com,443,https://www.webshop-arriva.accept.sqills.com:443,https,nginx,text/html,GET,84.241.158.138,/,1494302000,84.241.158.138,Nginx,8,False,,,,,
www.webshop-gvb.test.sqills.com,404 Not Found,404,548,AS20847,PREVIDER-AS,NL,84.241.158.0/24,www.webshop-gvb.test.sqills.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-01-12T00:00:00Z,2024-02-05T23:59:59Z,CN=*.test.sqills.com,*.test.sqills.com,test.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3375b0465f4cf1bfe0b54b5284458140,91b9df573b798d8fb5cd9cb23bcda79f7145fd841a62f430e6af0429c73804dd,True,ctls,www.webshop-gvb.test.sqills.com,443,https://www.webshop-gvb.test.sqills.com:443,https,nginx,text/html,GET,84.241.158.137,/,566218143,84.241.158.137,Nginx,14,False,,,,,
www.webshop-htm.prod.sqills.com,404 Not Found,404,548,AS20847,PREVIDER-AS,NL,84.241.158.0/24,www.webshop-htm.prod.sqills.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-15T00:00:00Z,2024-01-13T23:59:59Z,CN=*.prod.sqills.com,*.prod.sqills.com,prod.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d0eacdb8450c0484c7f21531c539481f,33a0226a5042f300c32b377c64d237b6f3492d974ffcf1187e52c63a27eaeffe,True,ctls,www.webshop-htm.prod.sqills.com,443,https://www.webshop-htm.prod.sqills.com:443,https,nginx,text/html,GET,84.241.158.135,/,566218143,84.241.158.135,Nginx,14,False,,,,,
www.webshop-qbuzz.prod.sqills.com,404 Not Found,404,548,AS20847,PREVIDER-AS,NL,84.241.158.0/24,,,,,,,,,,,,,,,,,,,,80,http://www.webshop-qbuzz.prod.sqills.com:80,http,nginx,text/html,GET,84.241.158.135,/,566218143,84.241.158.135,Nginx,14,False,,,,,
xbooker-s3accommodation.accept.sqills.com,404 Not Found,404,146,AS20847,PREVIDER-AS,NL,84.241.158.0/24,xbooker-s3accommodation.accept.sqills.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-09-26T23:59:59Z,CN=*.accept.sqills.com,*.accept.sqills.com,accept.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,24b575ce23cfad60d23d00565bbc902e,92b75b2bce5febc6b21996e8c5287347242194e2ac2f887eec21a65f4c1c31e2,True,ctls,xbooker-s3accommodation.accept.sqills.com,443,https://xbooker-s3accommodation.accept.sqills.com:443,https,nginx,text/html,GET,84.241.158.138,/,1494302000,84.241.158.138,Nginx,8,False,,,,,
zakelijk-arriva.accept.sqills.com,404 Not Found,404,548,AS20847,PREVIDER-AS,NL,84.241.158.0/24,zakelijk-arriva.accept.sqills.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-09-26T23:59:59Z,CN=*.accept.sqills.com,*.accept.sqills.com,accept.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,24b575ce23cfad60d23d00565bbc902e,92b75b2bce5febc6b21996e8c5287347242194e2ac2f887eec21a65f4c1c31e2,True,ctls,zakelijk-arriva.accept.sqills.com,443,https://zakelijk-arriva.accept.sqills.com:443,https,nginx,text/html,GET,84.241.158.138,/,566218143,84.241.158.138,Nginx,14,False,,,,,
