input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed,tls_expired
experts.mailchimp.com,Mailchimp Experts Directory: Get Help from Specialists | Mailchimp,200,153610,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,mailchimp.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,2023-06-14T23:59:59Z,"CN=mailchimp.com, O=THE ROCKET SCIENCE GROUP LLC, L=Atlanta, ST=Georgia, C=US",mailchimp.com,THE ROCKET SCIENCE GROUP LLC,mailchimp.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a99b77713fbcd77bd04ae0bc0664bf68,827a90b9a0086fc45abda0ca40ccee350641ef683ed62c49a35f66e139187682,ctls,mailchimp.com,,443,https://experts.mailchimp.com:443,https,openresty,text/html,GET,23.208.148.134,/,-1213097234,23.208.148.134,React,2069,False,,,,https://mailchimp.com/experts/,,,
expertvpn.a.intuit.com,,200,170,AS16509,AS16509,Unknown,207.207.176.0/22,expertvpn.a.intuit.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-27T23:59:59Z,"CN=expertvpn.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",expertvpn.intuit.com,INTUIT INC.,xgateway9.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d520be7e73a86e6a588849419439d2e8,5a0003b7c308c87f5fab39605cb5698632896b9ff4ccb4a90b3751b29cf5f5f2,ctls,expertvpn.a.intuit.com,,443,https://expertvpn.a.intuit.com:443,https,,text/html,GET,207.207.178.244,/,-412060278,207.207.178.244,HSTS,4,False,,,,,True,,
expertvpnpre.a.intuit.com,,200,170,AS16509,AS16509,Unknown,3.28.0.0/15,expertvpnpre.a.intuit.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-09-12T00:00:00Z,2023-10-13T23:59:59Z,"CN=Expertvpnpre.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",Expertvpnpre.intuit.com,INTUIT INC.,Xgatewaypre9.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,38e2b956a09ba7371251e7b69c1afe25,ad0f907a04665c4bdc80356270333ccc008db5c5c411dfd594e9d8542eedd866,ctls,expertvpnpre.a.intuit.com,,443,https://expertvpnpre.a.intuit.com:443,https,,text/html,GET,3.13.237.82,/,-412060278,3.13.237.82,HSTS,4,False,,,,,True,,
expertworkflow.api.intuit.com,,404,,AS16509,AS16509,Unknown,35.80.0.0/12,expertworkflow.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,expertworkflow.api.intuit.com,,443,https://expertworkflow.api.intuit.com:443,https,envoy,text/plain,GET,35.84.106.241,/,-1840324437,52.34.161.7,HSTS,1,False,,True,,,True,,
explorer.api.intuit.com,,401,227,AS16509,AMAZON-02,US,44.235.216.0/24,explorer.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,explorer.api.intuit.com,,443,https://explorer.api.intuit.com:443,https,,text/xml,GET,44.229.54.246,/,-146369668,34.210.160.110,,8,False,,True,,,True,,
externaltesting.intuit.com,Set up a Testing Account,200,17112,AS16509,AS16509,Unknown,44.224.0.0/11,externaltesting.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T00:00:00Z,2023-11-17T23:59:59Z,CN=externaltesting.intuit.com,externaltesting.intuit.com,,beta.intuit.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8aeaecd6af6506276f318eb570f4922d,5553056c85fe3ef5b87a680876708b11d6da7d428cc7b633687cfe063679eb50,ctls,externaltesting.intuit.com,,443,https://externaltesting.intuit.com:443,https,,text/html,GET,44.237.56.227,/,-1854374129,44.227.79.199,HSTS,355,False,,,https://*,https://externaltesting.intuit.com/welcome/,,,
fdatafeed-ccqd.platform.intuit.com,Service Unavailable,503,269,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,fdatafeed-ccqd.platform.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-12T00:00:00Z,2023-07-12T23:59:59Z,"CN=fdatafeed-ccqd.platform.intuit.com, O=Intuit\, Inc., L=San Diego, ST=California, C=US",fdatafeed-ccqd.platform.intuit.com,"Intuit, Inc.",download-e2e.fidir.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b91433c59c875ec4f21f235ff0957d87,5a6cc8502d320e08a4271971130794b28cd47cc783a469cad67e5020e6e8a3a8,ctls,fdatafeed-ccqd.platform.intuit.com,,443,https://fdatafeed-ccqd.platform.intuit.com:443,https,AkamaiGHost,text/html,GET,23.215.20.32,/,-424042681,23.215.20.32,,9,False,,,,,,,
fdp.api.intuit.com,,404,,AS16509,AS16509,Unknown,100.20.0.0/14,fdp.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,fdp.api.intuit.com,,443,https://fdp.api.intuit.com:443,https,envoy,text/plain,GET,100.20.166.98,/,-1840324437,52.12.221.230,HSTS,1,False,,True,,,True,,
featuresdata-e2e.api.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,52.40.0.0/14,featuresdata-e2e.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-28T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.api.intuit.hk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2dfd80a40c62fe5e32244ed124a8c23e,0bd4a202657c93db273a0f065559ecef8cbce971746f894554e27f21948d94fb,ctls,featuresdata-e2e.api.intuit.com,,443,https://featuresdata-e2e.api.intuit.com:443,https,awselb/2.0,text/html,GET,52.34.101.175,/,2095155567,52.26.116.225,,13,False,,True,,,True,,
featuresdata-qal.api.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,35.80.0.0/12,featuresdata-qal.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-28T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.api.intuit.hk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2dfd80a40c62fe5e32244ed124a8c23e,0bd4a202657c93db273a0f065559ecef8cbce971746f894554e27f21948d94fb,ctls,featuresdata-qal.api.intuit.com,,443,https://featuresdata-qal.api.intuit.com:443,https,awselb/2.0,text/html,GET,35.82.152.114,/,2095155567,44.235.246.220,,13,False,,True,,,True,,
federatesys.intuit.com,Error,403,1436,AS16509,AS16509,Unknown,3.144.0.0/13,federatesys.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=enterprisesso.eiam-dev.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam-dev.a.intuit.com,INTUIT INC.,spotlightmobilewqa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c97b85b8b74767bb1f795a77c3761760,e74694ecfd84464185b27486c45e2bf97c2afcd4ec28823da6881c1f72b1adc4,ctls,federatesys.intuit.com,,443,https://federatesys.intuit.com:443,https,,text/html,GET,3.134.154.188,/,2066412882,18.219.141.71,,49,False,,True,,,,,
federation.intuit.com,Error,403,1435,AS16509,AS16509,Unknown,3.28.0.0/15,federation.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=enterprisesso.eiam.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam.a.intuit.com,INTUIT INC.,adpfitness.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d02c125a95d42ca933e7c15693e883c1,0bb863d58dc594f826b06774af1d5c489a50399719ee9f68c4f3ce6b984a44a1,ctls,federation.intuit.com,,443,https://federation.intuit.com:443,https,,text/html,GET,3.15.119.148,/,2066412882,3.131.217.46,,49,False,,True,,,,,
feedback-service.api.intuit.com,,404,,AS16509,AS16509,Unknown,35.160.0.0/13,feedback-service.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,feedback-service.api.intuit.com,,443,https://feedback-service.api.intuit.com:443,https,envoy,text/plain,GET,35.165.44.131,/,-1840324437,34.211.82.75,HSTS,1,False,,True,,,True,,
feedback.qbo.intuit.com,Customer Feedback for QuickBooks Online,200,42443,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,feedback.qbo.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=feedback.qbo.intuit.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",feedback.qbo.intuit.com,"Cloudflare, Inc.",feedback.qbo.intuit.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ef3f7a5158224f7e6a67b02936bc91c,a8b90dafd0150c2d47b233b26b621485f5254885bbccd8becc2ee56f657838c8,ctls,feedback.qbo.intuit.com,cloudflare,443,https://feedback.qbo.intuit.com:443,https,cloudflare,text/html,GET,104.17.27.92,/,1670768533,2606:4700::6811:1d5c,Ruby on Rails,1051,False,True,,,,,,
fi.intuit.com,OFX Home | Intuit,200,439751,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,www.intuit.com,,443,https://fi.intuit.com:443,https,AmazonS3,text/html,GET,104.102.47.180,/,993067137,104.102.47.180,HSTS,40,False,,,*.intuit.com,https://www.intuit.com/partners/fdp/implementation-support/ofx/,,,
fido.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,fido.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,fido.api.intuit.com,,443,https://fido.api.intuit.com:443,https,envoy,text/plain,GET,52.33.84.162,/,-1840324437,52.12.81.133,HSTS,1,False,,True,,,True,,
filefix-int.intuit.com,Intuit®: Complete Financial Confidence,200,436396,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,www.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,www.intuit.com,,443,https://filefix-int.intuit.com:443,https,AmazonS3,text/html,GET,2.16.91.11,/,-159280318,2.16.91.24,HSTS,105,False,,,*.intuit.com,https://www.intuit.com/,,,
filefix.intuit.com,Intuit Customer File Transfer,200,41632,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,intuitb2b.secure.force.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-03-13T23:59:59Z,"CN=*.na113.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.na113.force.com,"salesforce.com, inc.",*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a917865f74392c42410ca16d8402c2e8,9a53fc2740d9c9a9f34854f34b53597a1f4947454b67d2a4e08f2d6b2a395f20,ctls,intuitb2b.secure.force.com,,443,https://filefix.intuit.com:443,https,,text/html,GET,2.16.91.24,/,214973268,2.16.91.11,Salesforce,545,False,,True,,https://intuitb2b.secure.force.com/FileExchange/,True,,
filer-it-prod.efe-prod-us-west-2.a.intuit.com,ok,200,58,AS16509,AS16509,Unknown,34.208.0.0/12,filer-it-prod.efe-prod-us-west-2.a.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2024-01-01T23:59:59Z,"CN=efe.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",efe.intuit.com,INTUIT INC.,*.efe-prod.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,18905e10e138c07b9ffc6ff74211b6ba,d03a2acdf4339a333f2fb916f31b2bc7e9f4e347de566d430d337f8b01aca475,ctls,filer-it-prod.efe-prod-us-west-2.a.intuit.com,,443,https://filer-it-prod.efe-prod-us-west-2.a.intuit.com:443,https,nginx,text/html,GET,34.211.76.20,/,960210693,52.32.102.68,Nginx,1,False,,True,,,True,,
files.blog.turbotax.intuit.com,Page not found - The TurboTax Blog,404,81416,AS16509,AMAZON-02,US,99.84.128.0/19,files.blog.turbotax.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-04T00:00:00Z,2024-03-06T23:59:59Z,"CN=files.blog.turbotax.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US, serialNumber=2324451, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",files.blog.turbotax.intuit.com,INTUIT INC.,files.blog.turbotax.intuit.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,41a7116ab7a8e52970b3dca05e66a7ab,f396c8b8260bde0c5304bb5628ed3302af19367f5bdf6a20d1fe546a350b1eec,ctls,files.blog.turbotax.intuit.com,cloudfront,443,https://files.blog.turbotax.intuit.com:443,https,nginx,text/html,GET,99.84.146.7,/,-1840324437,2600:9000:21a1:7e00:3:72ed:19c0:93a1,Yoast SEO:20.5,779,False,True,,,,,,
finance-be.mint.com,,200,194,AS16509,AMAZON-02,US,44.235.216.0/24,finance-be.mint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=mint.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",mint.intuit.com,INTUIT INC.,my.check.me,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ee2d4fd19b3e538da19ca3307cb4c63,1c9ae97f9d7a849dfb458a102e596dffd8dcfd306328cdda1bf71195e9146cb7,ctls,finance-be.mint.com,,443,https://finance-be.mint.com:443,https,Mint App,text/html,GET,44.233.132.98,/,989973450,54.190.208.76,HSTS,8,False,,True,url=https://www.mint.com,,True,,
finance.a.intuit.com,ERROR: The request could not be satisfied,403,919,AS16509,AS16509,Unknown,13.225.96.0/21,finance.a.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-05-20T23:59:59Z,"CN=finance.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",finance.a.intuit.com,INTUIT INC.,finance.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0b7885130af6158c0b376dd2e80b9fae,31fcc15a25ef7b5481d10637a71d10c53dba667c2447bc0db85d79541d66c17a,ctls,finance.a.intuit.com,cloudfront,443,https://finance.a.intuit.com:443,https,CloudFront,text/html,GET,13.225.78.125,/,143711761,13.225.78.15,Amazon Web Services,20,False,True,,,,,,
finance.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,finance.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,finance.api.intuit.com,,443,https://finance.api.intuit.com:443,https,envoy,text/plain,GET,52.24.77.207,/,-1840324437,35.165.32.209,HSTS,1,False,,True,,,True,,
financialbills.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,financialbills.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,financialbills.api.intuit.com,,443,https://financialbills.api.intuit.com:443,https,envoy,text/plain,GET,52.24.163.161,/,-1840324437,52.10.52.173,HSTS,1,False,,True,,,True,,
financialcredsgateway.platform.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,financialcredsgateway.platform.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,financialcredsgateway.platform.intuit.com,,443,https://financialcredsgateway.platform.intuit.com:443,https,envoy,text/plain,GET,52.27.115.26,/,-1840324437,34.211.207.249,HSTS,1,False,,True,,,True,,
financialdataadministration.api.intuit.com,,404,,AS16509,AS16509,Unknown,18.236.0.0/15,financialdataadministration.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,financialdataadministration.api.intuit.com,,443,https://financialdataadministration.api.intuit.com:443,https,nginx,text/plain,GET,18.236.48.170,/,-1840324437,44.240.4.25,Nginx,1,False,,True,,,True,,
financialdataaggregation-e2e.api.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,34.208.0.0/12,financialdataaggregation-e2e.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-28T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.api.intuit.hk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2dfd80a40c62fe5e32244ed124a8c23e,0bd4a202657c93db273a0f065559ecef8cbce971746f894554e27f21948d94fb,ctls,financialdataaggregation-e2e.api.intuit.com,,443,https://financialdataaggregation-e2e.api.intuit.com:443,https,awselb/2.0,text/html,GET,34.215.210.164,/,2095155567,35.164.95.149,,13,False,,True,,,True,,
financialdataschema-qal.api.intuit.com,403 Forbidden,403,118,AS16509,AS16509,Unknown,44.224.0.0/11,financialdataschema-qal.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-12-26T23:59:59Z,"CN=*.platform.intuit.ca, O=INTUIT INC., L=San Diego, ST=California, C=US",*.platform.intuit.ca,INTUIT INC.,*.perf.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,232ff22307425febfb2905921f3c49e3,0e74d179e75280bc8fede65728cb10ca384f49c10793a5abb71ce6acb485b9ad,ctls,financialdataschema-qal.api.intuit.com,,443,https://financialdataschema-qal.api.intuit.com:443,https,awselb/2.0,text/html,GET,44.240.236.55,/,1344368402,44.240.236.55,,7,False,,True,,,True,,
financialdataschema.api.intuit.com,,502,,AS16509,AMAZON-02,US,54.184.0.0/13,financialdataschema.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,financialdataschema.api.intuit.com,,443,https://financialdataschema.api.intuit.com:443,https,nginx,text/plain,GET,54.191.119.32,/,-1840324437,35.83.17.97,Nginx,1,False,,True,,,True,,
financialentitymgmt.api.intuit.com,,401,227,AS16509,AS16509,Unknown,100.20.0.0/14,financialentitymgmt.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,financialentitymgmt.api.intuit.com,,443,https://financialentitymgmt.api.intuit.com:443,https,envoy,text/xml,GET,100.20.166.98,/,-146369668,52.12.221.230,HSTS,8,False,,True,,,True,,
